date,leg,entry_bar,exit_bar,hold_bars,expiry_date,k0_strike,atm_strike,k2_strike,entry_k0,entry_k1,entry_k2,exit_k0,exit_k1,exit_k2,entry_bf,exit_bf,lot_size,gross_pnl,charges,net_pnl,exit_reason,month
20260401,PE,2026-04-01 10:26:00+05:30,2026-04-01 10:27:00+05:30,1,2026-04-28,51900,52000,52100,1820.65,1887.9,1932.0,1829.5,1870.35,1914.65,-23.15,3.45,30,798.0,676.4,121.6,Revert,2026-04
20260401,PE,2026-04-01 11:15:00+05:30,2026-04-01 11:18:00+05:30,3,2026-04-28,51900,52000,52100,1800.45,1862.0,1896.2,1799.5,1846.95,1903.05,-27.35,8.65,30,1080.0,669.62,410.38,Revert,2026-04
20260401,PE,2026-04-01 11:26:00+05:30,2026-04-01 11:27:00+05:30,1,2026-04-28,51900,52000,52100,1727.65,1795.0,1840.0,1746.5,1770.05,1829.05,-22.35,35.45,30,1734.0,650.75,1083.25,Revert,2026-04
20260401,PE,2026-04-01 11:54:00+05:30,2026-04-01 11:55:00+05:30,1,2026-04-28,51900,52000,52100,1735.4,1788.0,1816.65,1738.95,1777.0,1820.0,-23.95,4.95,30,867.0,648.97,218.03,Revert,2026-04
20260401,PE,2026-04-01 13:31:00+05:30,2026-04-01 13:34:00+05:30,3,2026-04-28,51900,52000,52100,1518.75,1572.15,1605.35,1522.4,1565.8,1619.7,-20.2,10.5,30,921.0,588.55,332.45,Revert,2026-04
20260401,PE,2026-04-01 14:18:00+05:30,2026-04-01 14:19:00+05:30,1,2026-04-28,51900,52000,52100,1548.5,1608.75,1637.8,1546.5,1590.0,1638.2,-31.2,4.7,30,1077.0,596.73,480.27,Revert,2026-04
20260401,PE,2026-04-01 14:22:00+05:30,2026-04-01 14:23:00+05:30,1,2026-04-28,51900,52000,52100,1564.9,1629.4,1663.0,1573.5,1610.25,1657.2,-30.9,10.2,30,1233.0,602.87,630.13,Revert,2026-04
20260401,PE,2026-04-01 14:33:00+05:30,2026-04-01 14:35:00+05:30,2,2026-04-28,51900,52000,52100,1588.0,1630.9,1653.65,1589.75,1632.95,1677.3,-20.15,1.15,30,639.0,605.94,33.06,Revert,2026-04
20260401,PE,2026-04-01 14:37:00+05:30,2026-04-01 14:43:00+05:30,6,2026-04-28,51900,52000,52100,1618.2,1674.05,1706.6,1629.05,1675.0,1727.15,-23.3,6.2,30,885.0,618.31,266.69,Revert,2026-04
20260401,PE,2026-04-01 15:02:00+05:30,2026-04-01 15:03:00+05:30,1,2026-04-28,51900,52000,52100,1626.05,1693.0,1737.0,1678.95,1723.6,1768.85,-22.95,0.6,30,706.5,627.61,78.89,Revert,2026-04
20260402,CE,2026-04-02 12:16:00+05:30,2026-04-02 12:19:00+05:30,3,2026-04-28,50300,50400,50500,1733.05,1690.5,1627.25,1732.85,1677.75,1624.9,-20.7,2.25,30,688.5,620.85,67.65,Revert,2026-04
20260402,CE,2026-04-02 12:25:00+05:30,2026-04-02 12:27:00+05:30,2,2026-04-28,50300,50400,50500,1728.9,1688.5,1618.1,1749.2,1675.05,1618.5,-30.0,17.6,30,1428.0,620.94,807.06,Revert,2026-04
20260402,CE,2026-04-02 12:48:00+05:30,2026-04-02 12:49:00+05:30,1,2026-04-28,50300,50400,50500,1884.05,1837.8,1768.5,1865.6,1812.0,1759.3,-23.05,0.9,30,718.5,660.81,57.69,Revert,2026-04
20260402,CE,2026-04-02 13:35:00+05:30,2026-04-02 13:42:00+05:30,7,2026-04-28,50300,50400,50500,2077.15,2028.15,1953.5,2197.95,2130.0,2066.75,-25.65,4.7,30,910.5,733.35,177.15,Revert,2026-04
20260402,CE,2026-04-02 13:53:00+05:30,2026-04-02 13:54:00+05:30,1,2026-04-28,50300,50400,50500,2213.95,2174.1,2102.2,2213.95,2119.1,2059.25,-32.05,35.0,30,2011.5,754.23,1257.27,Revert,2026-04
20260402,CE,2026-04-02 13:58:00+05:30,2026-04-02 14:00:00+05:30,2,2026-04-28,50300,50400,50500,2110.15,2074.3,2010.15,2190.3,2108.0,2064.65,-28.3,38.95,30,2017.5,738.73,1278.77,Revert,2026-04
20260402,CE,2026-04-02 14:02:00+05:30,2026-04-02 14:07:00+05:30,5,2026-04-28,50300,50400,50500,2181.0,2136.45,2065.05,2214.85,2135.35,2077.65,-26.85,21.8,30,1459.5,750.5,709.0,Revert,2026-04
20260402,CE,2026-04-02 14:08:00+05:30,2026-04-02 14:12:00+05:30,4,2026-04-28,50300,50400,50500,2219.8,2175.15,2095.25,2332.9,2256.1,2199.0,-35.25,19.7,30,1648.5,772.96,875.54,Revert,2026-04
20260402,CE,2026-04-02 14:17:00+05:30,2026-04-02 14:18:00+05:30,1,2026-04-28,50300,50400,50500,2366.7,2333.95,2262.0,2366.7,2301.75,2245.3,-39.2,8.5,30,1431.0,801.36,629.64,Revert,2026-04
20260402,CE,2026-04-02 14:23:00+05:30,2026-04-02 14:25:00+05:30,2,2026-04-28,50300,50400,50500,2368.6,2327.65,2260.0,2439.6,2345.2,2264.6,-26.7,13.8,30,1215.0,807.12,407.88,Revert,2026-04
20260402,CE,2026-04-02 14:32:00+05:30,2026-04-02 14:34:00+05:30,2,2026-04-28,50300,50400,50500,2422.75,2377.25,2309.5,2452.15,2379.95,2313.6,-22.25,5.85,30,843.0,818.73,24.27,Revert,2026-04
20260402,CE,2026-04-02 14:36:00+05:30,2026-04-02 14:38:00+05:30,2,2026-04-28,50300,50400,50500,2401.25,2374.2,2266.75,2330.5,2245.0,2189.7,-80.4,30.2,30,3318.0,799.7,2518.3,Revert,2026-04
20260402,CE,2026-04-02 14:40:00+05:30,2026-04-02 14:42:00+05:30,2,2026-04-28,50300,50400,50500,2317.35,2257.95,2171.1,2269.0,2200.1,2132.4,-27.45,1.2,30,859.5,775.81,83.69,Revert,2026-04
20260402,CE,2026-04-02 14:45:00+05:30,2026-04-02 14:46:00+05:30,1,2026-04-28,50300,50400,50500,2265.05,2235.2,2156.6,2352.5,2282.85,2220.0,-48.75,6.8,30,1666.5,784.38,882.12,Revert,2026-04
20260402,CE,2026-04-02 14:55:00+05:30,2026-04-02 14:56:00+05:30,1,2026-04-28,50300,50400,50500,2382.0,2330.0,2254.05,2401.15,2330.0,2267.3,-23.95,8.45,30,972.0,805.02,166.98,Revert,2026-04
20260402,CE,2026-04-02 14:58:00+05:30,2026-04-02 14:59:00+05:30,1,2026-04-28,50300,50400,50500,2374.55,2324.9,2253.35,2405.0,2331.2,2263.0,-21.9,5.6,30,825.0,804.33,20.67,Revert,2026-04
20260402,CE,2026-04-02 15:01:00+05:30,2026-04-02 15:03:00+05:30,2,2026-04-28,50300,50400,50500,2433.85,2403.6,2319.6,2462.7,2396.7,2345.65,-53.75,14.95,30,2061.0,824.96,1236.04,Revert,2026-04
20260402,CE,2026-04-02 15:07:00+05:30,2026-04-02 15:08:00+05:30,1,2026-04-28,50300,50400,50500,2609.05,2554.2,2474.6,2658.85,2563.95,2524.0,-24.75,54.95,30,2391.0,872.9,1518.1,Revert,2026-04
20260402,CE,2026-04-02 15:18:00+05:30,2026-04-02 15:21:00+05:30,3,2026-04-28,50300,50400,50500,2660.85,2593.4,2503.45,2577.85,2507.8,2440.15,-22.5,2.4,30,747.0,867.49,-120.49,Revert,2026-04
20260402,PE,2026-04-02 10:15:00+05:30,2026-04-02 10:17:00+05:30,2,2026-04-28,50300,50400,50500,1689.65,1746.4,1775.0,1736.8,1771.4,1823.8,-28.15,17.8,30,1378.5,642.93,735.57,Revert,2026-04
20260402,PE,2026-04-02 10:53:00+05:30,2026-04-02 10:54:00+05:30,1,2026-04-28,50300,50400,50500,1722.45,1801.0,1807.0,1715.35,1756.75,1812.0,-72.55,13.85,30,2592.0,647.79,1944.21,Revert,2026-04
20260402,PE,2026-04-02 11:18:00+05:30,2026-04-02 11:19:00+05:30,1,2026-04-28,50300,50400,50500,1696.3,1757.05,1786.85,1705.1,1739.6,1801.05,-30.95,26.95,30,1737.0,640.41,1096.59,Revert,2026-04
20260402,PE,2026-04-02 13:59:00+05:30,2026-04-02 14:03:00+05:30,4,2026-04-28,50300,50400,50500,1360.45,1410.0,1436.4,1354.35,1384.15,1424.0,-23.15,10.05,30,996.0,539.56,456.44,Revert,2026-04
20260402,PE,2026-04-02 14:47:00+05:30,2026-04-02 14:50:00+05:30,3,2026-04-28,50300,50400,50500,1259.3,1307.15,1327.9,1226.45,1263.65,1304.9,-27.1,4.05,30,934.5,507.37,427.13,Revert,2026-04
20260402,PE,2026-04-02 14:57:00+05:30,2026-04-02 14:59:00+05:30,2,2026-04-28,50300,50400,50500,1204.15,1251.05,1273.35,1204.0,1240.55,1281.05,-24.6,3.95,30,856.5,496.12,360.38,Revert,2026-04
20260406,CE,2026-04-06 11:25:00+05:30,2026-04-06 11:26:00+05:30,1,2026-04-28,51500,51600,51700,1768.7,1722.55,1652.85,1776.95,1719.35,1667.85,-23.55,6.1,30,889.5,631.52,257.98,Revert,2026-04
20260406,CE,2026-04-06 13:13:00+05:30,2026-04-06 13:14:00+05:30,1,2026-04-28,51500,51600,51700,2147.8,2100.0,2030.3,2170.65,2110.05,2055.0,-21.9,5.55,30,823.5,740.84,82.66,Revert,2026-04
20260406,CE,2026-04-06 13:19:00+05:30,2026-04-06 13:24:00+05:30,5,2026-04-28,51500,51600,51700,2191.5,2142.65,2069.85,2220.25,2150.0,2085.0,-23.95,5.25,30,876.0,752.55,123.45,Revert,2026-04
20260406,CE,2026-04-06 13:31:00+05:30,2026-04-06 13:38:00+05:30,7,2026-04-28,51500,51600,51700,2215.9,2164.6,2089.5,2235.8,2169.5,2119.5,-23.8,16.3,30,1203.0,759.09,443.91,Revert,2026-04
20260406,CE,2026-04-06 13:40:00+05:30,2026-04-06 13:43:00+05:30,3,2026-04-28,51500,51600,51700,2220.0,2168.2,2088.6,2170.25,2110.1,2052.65,-27.8,2.7,30,915.0,750.31,164.69,Revert,2026-04
20260406,CE,2026-04-06 13:49:00+05:30,2026-04-06 13:50:00+05:30,1,2026-04-28,51500,51600,51700,2165.0,2110.0,2033.85,2193.95,2129.0,2073.45,-21.15,9.4,30,916.5,745.19,171.31,Revert,2026-04
20260406,CE,2026-04-06 14:08:00+05:30,2026-04-06 14:10:00+05:30,2,2026-04-28,51500,51600,51700,2209.0,2169.85,2090.0,2204.7,2138.4,2076.75,-40.7,4.65,30,1360.5,754.51,605.99,Revert,2026-04
20260406,CE,2026-04-06 14:23:00+05:30,2026-04-06 14:27:00+05:30,4,2026-04-28,51500,51600,51700,2301.85,2262.0,2172.55,2290.45,2222.55,2160.05,-49.6,5.4,30,1650.0,779.52,870.48,Revert,2026-04
20260406,CE,2026-04-06 14:28:00+05:30,2026-04-06 14:29:00+05:30,1,2026-04-28,51500,51600,51700,2251.75,2222.55,2140.0,2264.85,2192.85,2140.0,-53.35,19.15,30,2175.0,770.42,1404.58,Revert,2026-04
20260406,CE,2026-04-06 14:51:00+05:30,2026-04-06 14:54:00+05:30,3,2026-04-28,51500,51600,51700,2291.8,2242.4,2172.6,2288.05,2223.0,2173.15,-20.4,15.2,30,1068.0,777.76,290.24,Revert,2026-04
20260406,CE,2026-04-06 15:05:00+05:30,2026-04-06 15:06:00+05:30,1,2026-04-28,51500,51600,51700,2364.75,2300.0,2204.05,2385.0,2308.2,2255.0,-31.2,23.6,30,1644.0,798.42,845.58,Revert,2026-04
20260406,CE,2026-04-06 15:09:00+05:30,2026-04-06 15:10:00+05:30,1,2026-04-28,51500,51600,51700,2423.6,2363.9,2283.8,2433.2,2349.9,2295.05,-20.4,28.45,30,1465.5,813.88,651.62,Revert,2026-04
20260406,CE,2026-04-06 15:23:00+05:30,2026-04-06 15:24:00+05:30,1,2026-04-28,51500,51600,51700,2448.55,2388.65,2304.0,2436.85,2369.8,2301.4,-24.75,-1.35,30,702.0,818.46,-116.46,EOD,2026-04
20260407,CE,2026-04-07 09:42:00+05:30,2026-04-07 09:44:00+05:30,2,2026-04-28,52300,52400,52500,1531.2,1486.7,1421.3,1503.3,1445.55,1393.35,-20.9,5.55,30,793.5,558.98,234.52,Revert,2026-04
20260407,CE,2026-04-07 11:40:00+05:30,2026-04-07 11:43:00+05:30,3,2026-04-28,52300,52400,52500,1560.1,1521.65,1451.95,1555.5,1497.0,1444.65,-31.25,6.15,30,1122.0,571.17,550.83,Revert,2026-04
20260407,CE,2026-04-07 11:44:00+05:30,2026-04-07 11:46:00+05:30,2,2026-04-28,52300,52400,52500,1539.1,1497.0,1426.5,1533.45,1476.0,1425.0,-28.4,6.45,30,1045.5,564.73,480.77,Revert,2026-04
20260407,CE,2026-04-07 13:47:00+05:30,2026-04-07 13:49:00+05:30,2,2026-04-28,52300,52400,52500,1749.9,1699.0,1626.0,1735.1,1672.95,1619.7,-22.1,8.9,30,930.0,621.74,308.26,Revert,2026-04
20260407,PE,2026-04-07 10:16:00+05:30,2026-04-07 10:17:00+05:30,1,2026-04-28,52300,52400,52500,1460.0,1526.5,1548.1,1433.35,1473.25,1515.2,-44.9,2.05,30,1408.5,568.06,840.44,Revert,2026-04
20260407,PE,2026-04-07 11:07:00+05:30,2026-04-07 11:09:00+05:30,2,2026-04-28,52300,52400,52500,1548.9,1606.05,1640.0,1554.6,1593.55,1638.15,-23.2,5.65,30,865.5,597.01,268.49,Revert,2026-04
20260407,PE,2026-04-07 13:05:00+05:30,2026-04-07 13:11:00+05:30,6,2026-04-28,52300,52400,52500,1521.5,1577.0,1610.5,1516.5,1558.9,1606.95,-22.0,5.65,30,829.5,587.96,241.54,Revert,2026-04
20260407,PE,2026-04-07 13:13:00+05:30,2026-04-07 13:19:00+05:30,6,2026-04-28,52300,52400,52500,1492.55,1550.0,1583.0,1455.9,1497.55,1548.05,-24.45,8.85,30,999.0,575.54,423.46,Revert,2026-04
20260408,CE,2026-04-08 13:18:00+05:30,2026-04-08 13:19:00+05:30,1,2026-04-28,55000,55100,55200,1429.75,1382.65,1304.35,1426.05,1361.55,1300.0,-31.2,2.95,30,1024.5,531.93,492.57,Revert,2026-04
20260408,CE,2026-04-08 13:52:00+05:30,2026-04-08 13:53:00+05:30,1,2026-04-28,55000,55100,55200,1451.15,1400.1,1321.8,1443.9,1371.5,1313.65,-27.25,14.55,30,1254.0,536.55,717.45,Revert,2026-04
20260408,CE,2026-04-08 14:20:00+05:30,2026-04-08 14:22:00+05:30,2,2026-04-28,55000,55100,55200,1489.8,1440.0,1359.0,1523.0,1455.95,1390.1,-31.2,1.2,30,972.0,553.43,418.57,Revert,2026-04
20260408,CE,2026-04-08 15:21:00+05:30,2026-04-08 15:23:00+05:30,2,2026-04-28,55000,55100,55200,1629.6,1579.15,1498.65,1657.75,1587.25,1522.35,-30.05,5.6,30,1069.5,592.19,477.31,Revert,2026-04
20260408,PE,2026-04-08 10:37:00+05:30,2026-04-08 10:38:00+05:30,1,2026-04-28,55000,55100,55200,895.55,946.55,972.25,912.9,948.0,987.85,-25.3,4.75,30,901.5,411.18,490.32,Revert,2026-04
20260408,PE,2026-04-08 14:49:00+05:30,2026-04-08 14:50:00+05:30,1,2026-04-28,55000,55100,55200,756.15,796.8,815.6,759.8,791.25,826.25,-21.85,3.55,30,762.0,367.54,394.46,Revert,2026-04
20260409,CE,2026-04-09 12:03:00+05:30,2026-04-09 12:04:00+05:30,1,2026-04-28,55500,55600,55700,1078.8,1039.0,975.1,1082.05,1027.1,974.25,-24.1,2.1,30,786.0,435.46,350.54,Revert,2026-04
20260409,PE,2026-04-09 10:54:00+05:30,2026-04-09 10:55:00+05:30,1,2026-04-28,55500,55600,55700,1119.35,1174.15,1203.85,1095.0,1133.0,1177.5,-25.1,6.5,30,948.0,470.01,477.99,Revert,2026-04
20260409,PE,2026-04-09 12:54:00+05:30,2026-04-09 12:55:00+05:30,1,2026-04-28,55500,55600,55700,1208.95,1262.4,1295.0,1211.55,1256.7,1303.15,-20.85,1.3,30,664.5,499.94,164.56,Revert,2026-04
20260409,PE,2026-04-09 14:03:00+05:30,2026-04-09 14:04:00+05:30,1,2026-04-28,55500,55600,55700,1325.75,1396.4,1439.8,1324.3,1356.75,1425.0,-27.25,35.8,30,1891.5,535.15,1356.35,Revert,2026-04
20260409,PE,2026-04-09 14:24:00+05:30,2026-04-09 14:26:00+05:30,2,2026-04-28,55500,55600,55700,1411.3,1471.45,1511.45,1442.8,1492.15,1548.2,-20.15,6.7,30,805.5,563.52,241.98,Revert,2026-04
20260409,PE,2026-04-09 15:04:00+05:30,2026-04-09 15:07:00+05:30,3,2026-04-28,55500,55600,55700,1372.15,1419.6,1433.5,1349.5,1398.05,1450.1,-33.55,3.5,30,1111.5,542.38,569.12,Revert,2026-04
20260413,CE,2026-04-13 11:52:00+05:30,2026-04-13 11:53:00+05:30,1,2026-04-28,54600,54700,54800,1477.0,1427.6,1355.4,1476.85,1412.5,1351.55,-22.8,3.4,30,786.0,545.72,240.28,Revert,2026-04
20260413,CE,2026-04-13 12:33:00+05:30,2026-04-13 12:34:00+05:30,1,2026-04-28,54600,54700,54800,1699.75,1634.85,1548.9,1691.3,1618.5,1557.4,-21.05,11.7,30,982.5,605.04,377.46,Revert,2026-04
20260413,CE,2026-04-13 12:35:00+05:30,2026-04-13 12:37:00+05:30,2,2026-04-28,54600,54700,54800,1695.0,1638.8,1554.0,1716.3,1628.9,1585.0,-28.6,43.5,30,2163.0,608.81,1554.19,Revert,2026-04
20260413,CE,2026-04-13 12:54:00+05:30,2026-04-13 12:56:00+05:30,2,2026-04-28,54600,54700,54800,1691.0,1645.0,1559.1,1650.95,1583.95,1520.0,-39.9,3.05,30,1288.5,600.81,687.69,Revert,2026-04
20260413,CE,2026-04-13 13:01:00+05:30,2026-04-13 13:02:00+05:30,1,2026-04-28,54600,54700,54800,1663.1,1613.5,1530.95,1662.05,1573.0,1506.7,-32.95,22.75,30,1671.0,596.0,1075.0,Revert,2026-04
20260413,CE,2026-04-13 13:03:00+05:30,2026-04-13 13:04:00+05:30,1,2026-04-28,54600,54700,54800,1602.5,1547.8,1464.55,1625.7,1551.0,1494.9,-28.55,18.6,30,1414.5,583.34,831.16,Revert,2026-04
20260413,CE,2026-04-13 13:45:00+05:30,2026-04-13 13:47:00+05:30,2,2026-04-28,54600,54700,54800,1744.35,1685.05,1600.1,1740.0,1665.0,1598.4,-25.65,8.4,30,1021.5,618.55,402.95,Revert,2026-04
20260413,CE,2026-04-13 13:58:00+05:30,2026-04-13 14:00:00+05:30,2,2026-04-28,54600,54700,54800,1873.0,1818.6,1720.8,1880.5,1794.05,1724.6,-43.4,17.0,30,1812.0,656.18,1155.82,Revert,2026-04
20260413,CE,2026-04-13 14:06:00+05:30,2026-04-13 14:08:00+05:30,2,2026-04-28,54600,54700,54800,1809.55,1755.0,1676.0,1835.6,1746.7,1695.0,-24.45,37.2,30,1849.5,641.81,1207.69,Revert,2026-04
20260413,CE,2026-04-13 14:15:00+05:30,2026-04-13 14:16:00+05:30,1,2026-04-28,54600,54700,54800,1799.0,1725.85,1630.1,1790.05,1710.35,1637.25,-22.6,6.6,30,876.0,630.75,245.25,Revert,2026-04
20260413,CE,2026-04-13 14:19:00+05:30,2026-04-13 14:23:00+05:30,4,2026-04-28,54600,54700,54800,1802.6,1752.75,1668.65,1824.0,1754.35,1684.7,-34.25,0.0,30,1027.5,640.3,387.2,Revert,2026-04
20260413,CE,2026-04-13 14:35:00+05:30,2026-04-13 14:36:00+05:30,1,2026-04-28,54600,54700,54800,1870.65,1809.0,1726.4,1870.65,1784.95,1716.45,-20.95,17.2,30,1144.5,653.83,490.67,Revert,2026-04
20260413,CE,2026-04-13 14:40:00+05:30,2026-04-13 14:44:00+05:30,4,2026-04-28,54600,54700,54800,1865.0,1813.2,1724.0,1859.15,1782.0,1710.9,-37.4,6.05,30,1303.5,653.15,650.35,Revert,2026-04
20260413,CE,2026-04-13 14:56:00+05:30,2026-04-13 14:58:00+05:30,2,2026-04-28,54600,54700,54800,1875.0,1808.25,1718.6,1874.8,1796.65,1735.5,-22.9,17.0,30,1197.0,655.35,541.65,Revert,2026-04
20260413,CE,2026-04-13 15:01:00+05:30,2026-04-13 15:03:00+05:30,2,2026-04-28,54600,54700,54800,1796.25,1729.9,1640.0,1857.05,1769.5,1711.9,-23.55,29.95,30,1605.0,641.08,963.92,Revert,2026-04
20260413,PE,2026-04-13 15:11:00+05:30,2026-04-13 15:12:00+05:30,1,2026-04-28,54600,54700,54800,686.95,724.65,742.15,692.0,715.0,742.0,-20.2,4.0,30,726.0,346.46,379.54,Revert,2026-04
