date,entry_tf,tf_trigger,side,lots,lot_size,entry_time,exit_time,entry_px,exit_px,gross_pnl,charges,net_pnl,exit_reason,cum_pnl
20260212,3m,3m-flip,LONG,1,65,12:37,13:10,25902.0,25890.9,-721.5,193.37,-914.87,3m-flip,-90372.25000000013
20260212,3m,3m-flip,SHORT,1,65,13:10,13:25,25890.9,25911.4,-1332.5,546.96,-1879.46,3m-flip,-92251.71000000014
20260212,3m,3m-flip,LONG,1,65,13:25,13:52,25911.4,25880.9,-1982.5,193.37,-2175.87,3m-flip,-94427.58000000013
20260212,5m,3m-flip,LONG,1,65,13:31,13:52,25907.0,25880.9,-1696.5,193.36,-1889.86,3m-flip,-96317.44000000013
20260212,3m,3m-flip,SHORT,1,65,13:52,15:04,25880.9,25873.0,513.5,546.48,-32.98,3m-flip,-96350.42000000013
20260212,5m,3m-flip,SHORT,1,65,13:56,15:04,25878.2,25873.0,338.0,546.45,-208.45,3m-flip,-96558.87000000013
20260212,3m,EOD,LONG,1,65,15:04,15:24,25873.0,25853.7,-1254.5,369.64,-1624.14,EOD,-98183.01000000013
20260212,5m,EOD,LONG,1,65,15:06,15:24,25855.4,25853.7,-110.5,369.59,-480.09,EOD,-98663.10000000012
20260213,3m,3m-flip,LONG,1,65,12:04,12:52,25616.5,25619.5,195.0,191.81,3.19,3m-flip,-98659.91000000012
20260213,5m,3m-flip,LONG,1,65,12:31,12:52,25629.2,25619.5,-630.5,191.84,-822.34,3m-flip,-99482.25000000012
20260213,3m,3m-flip,SHORT,1,65,12:52,13:22,25619.5,25620.5,-65.0,541.53,-606.53,3m-flip,-100088.78000000012
20260213,5m,3m-flip,SHORT,1,65,13:01,13:22,25608.1,25620.5,-806.0,541.42,-1347.42,3m-flip,-101436.20000000011
20260213,3m,3m-flip,LONG,1,65,13:22,13:46,25620.5,25596.9,-1534.0,191.75,-1725.75,3m-flip,-103161.95000000011
20260213,3m,EOD,SHORT,1,65,13:46,15:24,25596.9,25514.1,5382.0,366.15,5015.85,EOD,-98146.10000000011
20260216,3m,3m-flip,SHORT,1,65,13:58,14:31,25595.9,25659.6,-4140.5,541.68,-4682.18,3m-flip,-102828.28000000012
20260216,3m,EOD,LONG,1,65,14:31,15:24,25659.6,25719.6,3900.0,367.74,3532.26,EOD,-99296.02000000012
20260217,3m,3m-flip,LONG,1,65,09:46,10:46,25655.6,25681.6,1690.0,192.09,1497.91,3m-flip,-97798.11000000012
20260217,10m,3m-flip,LONG,1,65,10:01,10:46,25670.1,25681.6,747.5,192.13,555.37,3m-flip,-97242.74000000012
20260217,30m,3m-flip,LONG,1,65,10:31,10:46,25740.0,25681.6,-3796.0,192.33,-3988.33,3m-flip,-101231.07000000012
20260217,3m,3m-flip,SHORT,1,65,10:46,11:34,25681.6,25728.5,-3048.5,543.17,-3591.67,3m-flip,-104822.74000000012
20260217,3m,3m-flip,LONG,1,65,11:34,13:07,25728.5,25748.4,1293.5,192.48,1101.02,3m-flip,-103721.72000000012
20260217,5m,3m-flip,LONG,1,65,11:36,13:07,25735.0,25748.4,871.0,192.5,678.5,3m-flip,-103043.22000000012
20260217,3m,3m-flip,SHORT,1,65,13:07,13:34,25748.4,25775.0,-1729.0,544.26,-2273.26,3m-flip,-105316.48000000011
20260217,3m,3m-flip,LONG,1,65,13:34,13:58,25775.0,25725.0,-3250.0,192.54,-3442.54,3m-flip,-108759.0200000001
20260217,3m,EOD,SHORT,1,65,13:58,15:24,25725.0,25736.3,-734.5,368.02,-1102.52,EOD,-109861.54000000011
20260217,5m,EOD,SHORT,1,65,14:01,15:24,25735.8,25736.3,-32.5,368.12,-400.62,EOD,-110262.1600000001
20260217,10m,EOD,SHORT,1,65,14:31,15:24,25703.1,25736.3,-2158.0,367.81,-2525.81,EOD,-112787.9700000001
20260218,3m,EOD,LONG,1,65,11:01,15:24,25725.0,25822.2,6318.0,368.91,5949.09,EOD,-106838.8800000001
20260218,5m,EOD,LONG,1,65,11:36,15:24,25734.0,25822.2,5733.0,368.94,5364.06,EOD,-101474.82000000011
20260218,10m,EOD,LONG,1,65,12:41,15:24,25743.9,25822.2,5089.5,368.97,4720.53,EOD,-96754.29000000011
20260218,30m,EOD,LONG,1,65,14:31,15:24,25810.0,25822.2,793.0,369.15,423.85,EOD,-96330.4400000001
20260219,3m,3m-flip,LONG,1,65,12:25,12:43,25636.1,25589.4,-3035.5,191.77,-3227.27,3m-flip,-99557.71000000011
20260219,3m,3m-flip,SHORT,1,65,12:43,13:10,25589.4,25641.0,-3354.0,541.44,-3895.44,3m-flip,-103453.15000000011
20260219,3m,3m-flip,LONG,1,65,13:10,13:34,25641.0,25592.2,-3172.0,191.8,-3363.8,3m-flip,-106816.95000000011
20260219,3m,3m-flip,SHORT,1,65,13:34,14:22,25592.2,25592.1,6.5,540.99,-534.49,3m-flip,-107351.44000000012
20260219,3m,3m-flip,LONG,1,65,14:22,14:31,25592.1,25580.0,-786.5,191.62,-978.12,3m-flip,-108329.56000000011
20260219,3m,EOD,SHORT,1,65,14:31,15:24,25580.0,25412.7,10874.5,365.7,10508.8,EOD,-97820.76000000011
20260220,3m,3m-flip,LONG,1,65,09:58,12:46,25540.1,25626.9,5642.0,191.61,5450.39,3m-flip,-92370.37000000011
20260220,5m,3m-flip,LONG,1,65,10:21,12:46,25551.0,25626.9,4933.5,191.64,4741.86,3m-flip,-87628.51000000011
20260220,10m,3m-flip,LONG,1,65,10:41,12:46,25619.9,25626.9,455.0,191.84,263.16,3m-flip,-87365.35000000011
20260220,30m,3m-flip,LONG,1,65,12:31,12:46,25681.2,25626.9,-3529.5,192.01,-3721.51,3m-flip,-91086.8600000001
20260220,3m,3m-flip,SHORT,1,65,12:46,13:37,25626.9,25591.6,2294.5,541.32,1753.18,3m-flip,-89333.68000000011
20260220,5m,3m-flip,SHORT,1,65,13:01,13:37,25620.0,25591.6,1846.0,541.25,1304.75,3m-flip,-88028.93000000011
20260220,10m,3m-flip,SHORT,1,65,13:11,13:37,25560.0,25591.6,-2054.0,540.67,-2594.67,3m-flip,-90623.60000000011
20260220,3m,3m-flip,LONG,1,65,13:37,15:07,25591.6,25595.0,221.0,191.67,29.33,3m-flip,-90594.2700000001
20260220,5m,3m-flip,LONG,1,65,14:01,15:07,25619.0,25595.0,-1560.0,191.74,-1751.74,3m-flip,-92346.01000000011
20260220,10m,3m-flip,LONG,1,65,14:51,15:07,25655.0,25595.0,-3900.0,191.85,-4091.85,3m-flip,-96437.86000000012
20260220,3m,EOD,SHORT,1,65,15:07,15:24,25595.0,25582.0,845.0,366.32,478.68,EOD,-95959.18000000012
20260220,5m,EOD,SHORT,1,65,15:11,15:24,25575.7,25582.0,-409.5,366.14,-775.64,EOD,-96734.82000000012
20260220,10m,EOD,SHORT,1,65,15:21,15:24,25555.5,25582.0,-1722.5,365.94,-2088.44,EOD,-98823.26000000013
20260223,3m,3m-flip,SHORT,1,65,10:40,12:46,25692.1,25686.3,377.0,542.86,-165.86,3m-flip,-98989.12000000013
20260223,3m,3m-flip,LONG,1,65,12:46,12:55,25686.3,25655.8,-1982.5,192.1,-2174.6,3m-flip,-101163.72000000013
20260223,3m,3m-flip,SHORT,1,65,12:55,13:46,25655.8,25663.8,-520.0,542.3,-1062.3,3m-flip,-102226.02000000014
20260223,3m,3m-flip,LONG,1,65,13:46,14:04,25663.8,25612.4,-3341.0,191.92,-3532.92,3m-flip,-105758.94000000013
20260223,3m,3m-flip,SHORT,1,65,14:04,14:31,25612.4,25702.3,-5843.5,542.25,-6385.75,3m-flip,-112144.69000000013
20260223,3m,EOD,LONG,1,65,14:31,15:24,25702.3,25708.8,422.5,367.76,54.74,EOD,-112089.95000000013
20260223,10m,EOD,LONG,1,65,14:51,15:24,25690.1,25708.8,1215.5,367.73,847.77,EOD,-111242.18000000012
20260224,3m,3m-flip,LONG,1,65,11:13,11:58,25517.4,25489.0,-1846.0,191.16,-2037.16,3m-flip,-113279.34000000013
20260224,3m,3m-flip,SHORT,1,65,11:58,13:58,25489.0,25416.7,4699.5,538.3,4161.2,3m-flip,-109118.14000000013
20260224,3m,EOD,LONG,1,65,13:58,15:24,25416.7,25425.2,552.5,364.21,188.29,EOD,-108929.85000000014
20260224,5m,EOD,LONG,1,65,14:16,15:24,25439.0,25425.2,-897.0,364.28,-1261.28,EOD,-110191.13000000014
20260225,3m,3m-flip,LONG,1,65,10:10,11:19,25785.9,25760.0,-1683.5,192.68,-1876.18,3m-flip,-112067.31000000013
20260225,5m,3m-flip,LONG,1,65,10:11,11:19,25784.0,25760.0,-1560.0,192.67,-1752.67,3m-flip,-113819.98000000013
20260225,10m,3m-flip,LONG,1,65,10:11,11:19,25784.0,25760.0,-1560.0,192.67,-1752.67,3m-flip,-115572.65000000013
20260225,3m,3m-flip,SHORT,1,65,11:19,14:22,25760.0,25632.0,8320.0,542.99,7777.01,3m-flip,-107795.64000000013
20260225,5m,3m-flip,SHORT,1,65,12:01,14:22,25747.3,25632.0,7494.5,542.87,6951.63,3m-flip,-100844.01000000013
20260225,10m,3m-flip,SHORT,1,65,12:41,14:22,25660.0,25632.0,1820.0,542.03,1277.97,3m-flip,-99566.04000000012
20260225,3m,3m-flip,LONG,1,65,14:22,14:55,25632.0,25603.1,-1878.5,191.8,-2070.3,3m-flip,-101636.34000000013
20260225,3m,3m-flip,SHORT,1,65,14:55,15:04,25603.1,25639.5,-2366.0,541.55,-2907.55,3m-flip,-104543.89000000013
20260225,3m,EOD,LONG,1,65,15:04,15:24,25639.5,25621.7,-1157.0,366.74,-1523.74,EOD,-106067.63000000014
20260225,5m,EOD,LONG,1,65,15:06,15:24,25625.6,25621.7,-253.5,366.7,-620.2,EOD,-106687.83000000013
20260226,3m,3m-flip,LONG,1,65,11:28,11:40,25700.8,25652.6,-3133.0,192.14,-3325.14,3m-flip,-110012.97000000013
20260226,3m,3m-flip,SHORT,1,65,11:40,14:16,25652.6,25598.0,3549.0,541.63,3007.37,3m-flip,-107005.60000000014
20260226,3m,EOD,LONG,1,65,14:16,15:24,25598.0,25637.3,2554.5,366.78,2187.72,EOD,-104817.88000000014
20260226,5m,EOD,LONG,1,65,14:36,15:24,25605.0,25637.3,2099.5,366.79,1732.71,EOD,-103085.17000000013
20260226,10m,EOD,LONG,1,65,14:51,15:24,25638.6,25637.3,-84.5,366.89,-451.39,EOD,-103536.56000000013
20260227,3m,3m-flip,LONG,1,65,11:16,11:34,25474.8,25425.3,-3217.5,190.86,-3408.36,3m-flip,-106944.92000000013
20260227,3m,3m-flip,SHORT,1,65,11:34,12:04,25425.3,25446.9,-1404.0,537.98,-1941.98,3m-flip,-108886.90000000013
20260227,3m,3m-flip,LONG,1,65,12:04,12:25,25446.9,25409.3,-2444.0,190.73,-2634.73,3m-flip,-111521.63000000012
20260227,3m,3m-flip,SHORT,1,65,12:25,13:43,25409.3,25439.4,-1956.5,537.75,-2494.25,3m-flip,-114015.88000000012
20260227,3m,3m-flip,LONG,1,65,13:43,14:31,25439.4,25429.0,-676.0,190.77,-866.77,3m-flip,-114882.65000000013
20260227,5m,3m-flip,LONG,1,65,13:51,14:31,25449.7,25429.0,-1345.5,190.8,-1536.3,3m-flip,-116418.95000000013
20260227,3m,EOD,SHORT,1,65,14:31,15:24,25429.0,25329.1,6493.5,364.01,6129.49,EOD,-110289.46000000012
20260302,3m,EOD,LONG,1,65,14:07,15:24,24886.5,24965.0,5102.5,358.28,4744.22,EOD,-105545.24000000012
20260302,10m,EOD,LONG,1,65,14:11,15:24,24895.4,24965.0,4524.0,358.3,4165.7,EOD,-101379.54000000012
20260304,3m,3m-flip,LONG,1,65,10:28,11:31,24559.0,24486.4,-4719.0,185.62,-4904.62,3m-flip,-106284.16000000012
20260304,3m,3m-flip,SHORT,1,65,11:31,12:58,24486.4,24535.1,-3165.5,520.13,-3685.63,3m-flip,-109969.79000000012
20260304,3m,3m-flip,LONG,1,65,12:58,13:55,24535.1,24536.1,65.0,185.7,-120.7,3m-flip,-110090.49000000012
20260304,5m,3m-flip,LONG,1,65,13:11,13:55,24546.3,24536.1,-663.0,185.73,-848.73,3m-flip,-110939.22000000012
20260304,3m,3m-flip,SHORT,1,65,13:55,14:10,24536.1,24600.0,-4153.5,521.23,-4674.73,3m-flip,-115613.95000000011
20260304,3m,3m-flip,LONG,1,65,14:10,14:28,24600.0,24626.6,1729.0,186.13,1542.87,3m-flip,-114071.08000000012
20260304,10m,3m-flip,LONG,1,65,14:11,14:28,24607.0,24626.6,1274.0,186.15,1087.85,3m-flip,-112983.23000000011
20260304,3m,3m-flip,SHORT,1,65,14:28,14:43,24626.6,24669.0,-2756.0,522.77,-3278.77,3m-flip,-116262.00000000012
20260304,3m,3m-flip,LONG,1,65,14:43,15:04,24669.0,24612.9,-3646.5,186.28,-3832.78,3m-flip,-120094.78000000012
20260304,3m,EOD,SHORT,1,65,15:04,15:24,24612.9,24577.8,2281.5,354.02,1927.48,EOD,-118167.30000000012
20260304,5m,EOD,SHORT,1,65,15:06,15:24,24613.0,24577.8,2288.0,354.02,1933.98,EOD,-116233.32000000012
20260304,10m,EOD,SHORT,1,65,15:11,15:24,24570.0,24577.8,-507.0,353.6,-860.6,EOD,-117093.92000000013
20260305,3m,3m-flip,LONG,1,65,10:43,11:40,24735.0,24695.0,-2600.0,186.71,-2786.71,3m-flip,-119880.63000000014
20260305,3m,3m-flip,SHORT,1,65,11:40,12:13,24695.0,24696.9,-123.5,523.7,-647.2,3m-flip,-120527.83000000013
20260305,3m,3m-flip,LONG,1,65,12:13,13:37,24696.9,24705.0,526.5,186.62,339.88,3m-flip,-120187.95000000013
20260305,5m,3m-flip,LONG,1,65,12:31,13:37,24748.3,24705.0,-2814.5,186.77,-3001.27,3m-flip,-123189.22000000013
20260305,3m,3m-flip,SHORT,1,65,13:37,14:28,24705.0,24697.3,500.5,523.8,-23.3,3m-flip,-123212.52000000014
20260305,5m,3m-flip,SHORT,1,65,13:56,14:28,24672.0,24697.3,-1644.5,523.48,-2167.98,3m-flip,-125380.50000000013
20260305,3m,3m-flip,LONG,1,65,14:28,15:13,24697.3,24820.0,7975.5,186.95,7788.55,3m-flip,-117591.95000000013
20260305,5m,3m-flip,LONG,1,65,14:31,15:13,24686.0,24820.0,8710.0,186.92,8523.08,3m-flip,-109068.87000000013
20260305,10m,3m-flip,LONG,1,65,14:41,15:13,24850.0,24820.0,-1950.0,187.38,-2137.38,3m-flip,-111206.25000000013
20260305,30m,3m-flip,LONG,1,65,15:01,15:13,24925.0,24820.0,-6825.0,187.6,-7012.6,3m-flip,-118218.85000000014
20260305,3m,EOD,SHORT,1,65,15:13,15:24,24820.0,24818.7,84.5,356.7,-272.2,EOD,-118491.05000000013
20260305,5m,EOD,SHORT,1,65,15:16,15:24,24821.7,24818.7,195.0,356.71,-161.71,EOD,-118652.76000000014
20260306,3m,3m-flip,LONG,1,65,11:04,12:31,24720.1,24689.5,-1989.0,186.65,-2175.65,3m-flip,-120828.41000000013
20260306,3m,3m-flip,SHORT,1,65,12:31,14:19,24689.5,24705.0,-1007.5,523.73,-1531.23,3m-flip,-122359.64000000013
20260306,3m,3m-flip,LONG,1,65,14:19,14:43,24705.0,24639.9,-4231.5,186.46,-4417.96,3m-flip,-126777.60000000014
20260306,5m,3m-flip,LONG,1,65,14:26,14:43,24702.0,24639.9,-4036.5,186.46,-4222.96,3m-flip,-131000.56000000014
20260306,3m,EOD,SHORT,1,65,14:43,15:24,24639.9,24543.1,6292.0,354.18,5937.82,EOD,-125062.74000000014
20260306,5m,EOD,SHORT,1,65,14:46,15:24,24629.7,24543.1,5629.0,354.08,5274.92,EOD,-119787.82000000014
20260309,3m,3m-flip,LONG,1,65,10:55,12:22,23952.3,23947.1,-338.0,182.39,-520.39,3m-flip,-120308.21000000014
20260309,5m,3m-flip,LONG,1,65,11:41,12:22,24028.0,23947.1,-5258.5,182.6,-5441.1,3m-flip,-125749.31000000014
20260309,3m,3m-flip,SHORT,1,65,12:22,13:01,23947.1,23990.0,-2788.5,509.66,-3298.16,3m-flip,-129047.47000000015
20260309,3m,3m-flip,LONG,1,65,13:01,14:04,23990.0,23980.4,-624.0,182.59,-806.59,3m-flip,-129854.06000000014
20260309,3m,3m-flip,SHORT,1,65,14:04,14:34,23980.4,24014.7,-2229.5,510.23,-2739.73,3m-flip,-132593.79000000015
20260309,3m,EOD,LONG,1,65,14:34,15:24,24014.7,24098.3,5434.0,347.46,5086.54,EOD,-127507.25000000016
20260309,10m,EOD,LONG,1,65,14:51,15:24,24096.0,24098.3,149.5,347.69,-198.19,EOD,-127705.44000000016
20260310,3m,3m-flip,LONG,1,65,10:19,11:52,24288.1,24285.1,-195.0,184.29,-379.29,3m-flip,-128084.73000000016
20260310,5m,3m-flip,LONG,1,65,10:51,11:52,24309.5,24285.1,-1586.0,184.35,-1770.35,3m-flip,-129855.08000000016
20260310,3m,3m-flip,SHORT,1,65,11:52,12:58,24285.1,24314.8,-1930.5,516.06,-2446.56,3m-flip,-132301.64000000016
20260310,5m,3m-flip,SHORT,1,65,12:16,12:58,24260.0,24314.8,-3562.0,515.81,-4077.81,3m-flip,-136379.45000000016
20260310,3m,3m-flip,LONG,1,65,12:58,14:43,24314.8,24329.0,923.0,184.48,738.52,3m-flip,-135640.93000000017
20260310,10m,3m-flip,LONG,1,65,13:41,14:43,24354.7,24329.0,-1670.5,184.6,-1855.1,3m-flip,-137496.03000000017
20260310,3m,3m-flip,SHORT,1,65,14:43,15:07,24329.0,24390.0,-3965.0,517.21,-4482.21,3m-flip,-141978.24000000017
20260310,3m,EOD,LONG,1,65,15:07,15:24,24390.0,24417.0,1755.0,351.6,1403.4,EOD,-140574.84000000017
20260311,3m,3m-flip,LONG,1,65,13:31,14:10,24081.9,24012.0,-4543.5,182.94,-4726.44,3m-flip,-145301.28000000017
20260311,3m,3m-flip,SHORT,1,65,14:10,14:31,24012.0,24021.9,-643.5,510.6,-1154.1,3m-flip,-146455.38000000018
20260311,3m,3m-flip,LONG,1,65,14:31,15:01,24021.9,23971.6,-3269.5,182.66,-3452.16,3m-flip,-149907.54000000018
20260311,3m,EOD,SHORT,1,65,15:01,15:24,23971.6,23934.6,2405.0,346.01,2058.99,EOD,-147848.5500000002
20260312,3m,3m-flip,LONG,1,65,10:01,10:19,23751.0,23687.1,-4153.5,181.08,-4334.58,3m-flip,-152183.13000000018
20260312,3m,3m-flip,SHORT,1,65,10:19,10:28,23687.1,23745.0,-3763.5,504.8,-4268.3,3m-flip,-156451.43000000017
20260312,3m,3m-flip,LONG,1,65,10:28,11:22,23745.0,23740.0,-325.0,181.22,-506.22,3m-flip,-156957.65000000017
20260312,5m,3m-flip,LONG,1,65,10:41,11:22,23801.0,23740.0,-3965.0,181.37,-4146.37,3m-flip,-161104.02000000016
20260312,3m,3m-flip,SHORT,1,65,11:22,12:01,23740.0,23818.2,-5083.0,506.01,-5589.01,3m-flip,-166693.03000000017
20260312,3m,3m-flip,LONG,1,65,12:01,13:07,23818.2,23728.7,-5817.5,181.39,-5998.89,3m-flip,-172691.9200000002
20260312,3m,3m-flip,SHORT,1,65,13:07,13:19,23728.7,23775.8,-3061.5,505.49,-3566.99,3m-flip,-176258.91000000018
20260312,3m,3m-flip,LONG,1,65,13:19,13:58,23775.8,23827.4,3354.0,181.55,3172.45,3m-flip,-173086.46000000017
20260312,10m,3m-flip,LONG,1,65,13:41,13:58,23909.6,23827.4,-5343.0,181.93,-5524.93,3m-flip,-178611.39000000016
20260312,3m,EOD,SHORT,1,65,13:58,15:24,23827.4,23724.0,6721.0,344.03,6376.97,EOD,-172234.42000000016
20260312,5m,EOD,SHORT,1,65,14:01,15:24,23835.0,23724.0,7215.0,344.1,6870.9,EOD,-165363.52000000016
20260312,10m,EOD,SHORT,1,65,14:51,15:24,23700.2,23724.0,-1547.0,342.8,-1889.8,EOD,-167253.32000000015
20260313,3m,3m-flip,LONG,1,65,11:31,12:01,23462.0,23432.6,-1911.0,179.55,-2090.55,3m-flip,-169343.87000000014
20260313,5m,3m-flip,LONG,1,65,11:36,12:01,23479.2,23432.6,-3029.0,179.6,-3208.6,3m-flip,-172552.47000000015
20260313,3m,3m-flip,SHORT,1,65,12:01,14:16,23432.6,23240.3,12499.5,497.47,12002.03,3m-flip,-160550.44000000015
20260313,5m,3m-flip,SHORT,1,65,12:06,14:16,23415.0,23240.3,11355.5,497.3,10858.2,3m-flip,-149692.24000000014
20260313,3m,3m-flip,LONG,1,65,14:16,14:55,23240.3,23220.5,-1287.0,178.33,-1465.33,3m-flip,-151157.57000000012
20260313,3m,EOD,SHORT,1,65,14:55,15:24,23220.5,23199.0,1397.5,336.69,1060.81,EOD,-150096.76000000013
20260313,5m,EOD,SHORT,1,65,15:06,15:24,23183.3,23199.0,-1020.5,336.33,-1356.83,EOD,-151453.5900000001
20260316,3m,3m-flip,LONG,1,65,11:10,12:37,23155.0,23211.5,3672.5,178.06,3494.44,3m-flip,-147959.1500000001
20260316,5m,3m-flip,LONG,1,65,11:21,12:37,23264.9,23211.5,-3471.0,178.37,-3649.37,3m-flip,-151608.5200000001
20260316,10m,3m-flip,LONG,1,65,11:21,12:37,23264.9,23211.5,-3471.0,178.37,-3649.37,3m-flip,-155257.8900000001
20260316,3m,3m-flip,SHORT,1,65,12:37,14:13,23211.5,23237.4,-1683.5,495.31,-2178.81,3m-flip,-157436.7000000001
